"ESTADO","NOMBRE ESTADO","DISTRITO","CABECERA DISTRITAL","SECCIONES","CASILLAS"," PAN"," PRI"," PRD"," PVEM"," PT"," MOVIMIENTO CIUDADANO"," NUEVA ALIANZA"," PRI PVEM"," PRD PT MC"," PRD PT"," PRD MC"," PT MC"," CANDIDATOS NO REGISTRADOS"," NULOS","TOTAL VOTOS","LISTA NOMINAL","OBSERVACIONES"
"15","MEXICO","29","CD. NEZAHUALCOYOTL","183","379","13,942","38,873","40,324","3,574","3,359","5,052","3,975","10,508","9,422","1,973","704","190","103","3,397","135,396","211,201","ST -JIN-30 Y SUP-REC-118"
"15","MEXICO","30","CD. NEZAHUALCOYOTL","175","385","14,475","35,572","44,049","3,553","4,086","5,250","4,412","9,489","9,465","2,213","656","214","147","3,681","137,262","218,544",
"15","MEXICO","31","CD. NEZAHUALCOYOTL","167","378","12,340","35,765","43,889","3,386","2,867","5,064","4,049","9,527","9,908","2,019","773","192","134","3,645","133,558","217,192","SUP-REC-117"
"15","MEXICO","32","VALLE DE CHALCO SOLIDARIDAD","115","373","12,882","39,357","43,419","4,542","3,587","5,683","5,070","10,842","9,226","2,558","761","229","76","3,940","142,172","236,926",
"15","MEXICO","33","CHALCO DE DÍAZ COVARRUBIAS","169","506","27,404","65,412","41,609","5,675","6,380","19,238","7,513","13,730","7,859","1,633","1,006","473","177","7,058","205,167","307,148",
"15","MEXICO","34","TOLUCA DE LERDO","146","431","49,813","68,662","24,128","4,421","2,917","2,039","7,622","14,588","3,792","1,235","250","129","152","5,721","185,469","267,613",
"15","MEXICO","35","TENANCINGO DE DEGOLLADO","146","413","28,060","64,442","28,364","3,725","6,101","5,930","6,593","11,384","3,443","1,426","362","194","77","5,981","166,082","241,636",
"15","MEXICO","36","TEJUPILCO DE HIDALGO","250","486","31,494","63,375","46,362","1,640","2,812","649","2,262","7,511","2,552","2,641","213","51","47","6,566","168,175","232,501",
"15","MEXICO","37","CUAUTITLÁN","128","400","28,151","47,177","37,546","4,848","4,257","7,669","8,058","12,690","8,095","1,638","745","331","133","4,439","165,777","250,192",
"15","MEXICO","38","TEXCOCO DE MORA","137","444","18,594","40,727","41,442","4,477","3,685","21,021","7,799","12,765","10,689","1,915","1,309","628","806","6,441","172,298","275,975",
"15","MEXICO","39","REYES ACAQUILPAN  LOS","152","437","14,626","51,404","48,176","5,431","3,769","6,348","6,800","15,045","10,017","2,468","777","253","143","4,952","170,209","271,577",
"15","MEXICO","40","SAN MIGUEL ZINACANTEPEC","142","400","33,958","66,277","23,576","4,217","5,389","3,460","6,119","11,921","2,303","1,255","202","169","116","6,200","165,162","236,968",
"16","MICHOACAN","1","LAZÁRO CÁRDENAS","184","439","16,865","47,214","32,171","3,504","2,131","1,160","2,733",,"5,562","2,357","394","110","65","10,186","124,452","243,557",
"16","MICHOACAN","2","PURUANDIRO","268","520","23,752","42,544","32,207","5,428","2,464","1,393","3,964",,"5,664","2,633","442","101","82","13,405","134,079","287,944","ST -JIN-21 Y ST -JIN-22 Y SUP-REC-122"
"16","MICHOACAN","3","HEROICA ZITÁCUARO","236","433","20,276","40,766","31,292","5,638","3,612","1,203","3,487",,"4,830","3,170","370","150","65","13,233","128,092","232,445",
"16","MICHOACAN","4","JIQUILPAN DE JUÁREZ","259","509","37,575","50,323","21,824","4,293","1,493","1,177","2,887",,"3,015","1,408","252","58","48","10,977","135,330","261,922",
"16","MICHOACAN","5","ZAMORA DE HIDALGO","225","493","40,432","46,305","22,797","6,395","2,634","1,486","4,030",,"3,745","1,579","280","82","68","12,123","141,956","275,031",
"16","MICHOACAN","6","CIUDAD HIDALGO","224","482","34,233","41,511","22,594","5,439","2,154","1,328","4,403",,"4,552","2,139","387","103","65","14,958","133,866","263,308",
"16","MICHOACAN","7","ZACAPU","229","477","27,359","41,880","34,282","7,236","3,508","1,563","3,302",,"4,191","2,293","327","137","58","11,436","137,572","260,984","ST -JIN-13 Y SUP-REC-121"
"16","MICHOACAN","8","MORELIA","145","442","33,222","52,868","19,141","7,101","2,242","2,343","4,773","11,764","3,541","859","256","106","139","8,386","146,741","270,207",
"16","MICHOACAN","9","URUAPAN DEL PROGRESO","190","465","34,530","44,110","27,792","7,788","3,059","1,492","4,112",,"4,423","2,055","300","146","115","14,498","144,420","269,406",
"16","MICHOACAN","10","MORELIA","204","456","47,097","51,801","17,769","7,219","2,597","2,561","4,062","9,829","3,012","796","226","121","245","10,118","157,453","261,395",
"16","MICHOACAN","11","PÁTZCUARO","273","494","20,541","39,649","40,453","5,915","2,382","1,607","3,589",,"5,304","2,753","399","111","85","12,921","135,709","264,958",
"16","MICHOACAN","12","APATZINGAN DE LA CONSTITUCIÓN","229","448","20,953","42,262","25,764","3,463","1,741","798","1,827",,"3,308","1,781","293","46","61","9,366","111,663","242,726",
"17","MORELOS","1","CUERNAVACA","203","492","42,198","41,361","45,208","7,904","6,195","5,555","7,670","8,189","9,323","2,412","570","328","229","8,895","186,037","286,221",
"17","MORELOS","2","JIUTEPEC","135","455","33,870","39,553","44,961","9,720","4,525","3,370","10,549","8,202","8,675","2,406","615","215","213","7,772","174,646","282,397",
"17","MORELOS","3","CUAUTLA","190","445","28,421","36,974","44,145","14,229","6,219","6,312","9,064","6,137","8,435","2,081","714","299","179","7,943","171,152","262,071",
"17","MORELOS","4","JOJUTLA","192","433","25,816","43,885","35,388","9,499","7,521","5,949","4,364","5,228","6,918","1,904","612","339","95","7,158","154,676","237,686","SDF-JIN-10 Y SUP-REC-147"
"17","MORELOS","5","YAUTEPEC","187","430","45,230","32,629","32,999","8,288","6,999","4,484","6,169","4,609","6,375","1,964","620","257","126","7,836","158,585","242,990",
"18","NAYARIT","1","SANTIAGO IXCUINTLA","353","484","21,252","59,537","25,749","3,065","3,105","1,360","2,561",,"5,106","1,694","343","135","24","9,965","133,896","214,517",
"18","NAYARIT","2","TEPIC","298","509","27,111","67,331","24,313","5,420","4,370","3,259","12,781",,"7,546","1,387","406","277","116","12,588","166,905","267,826",
"18","NAYARIT","3","COMPOSTELA","309","532","38,062","66,625","17,678","4,388","6,037","2,327","5,072",,"5,494","1,861","274","243","78","13,329","161,468","267,349",
"19","NUEVO LEON","1","SANTA CATARINA","149","455","91,761","38,490","9,515","4,716","4,930","2,145","6,490","4,653","2,119","601","90","158","123","5,257","171,048","283,164",
"19","NUEVO LEON","2","APODACA","213","531","58,074","71,083","12,028","5,474","5,327","1,472","8,773","9,222","2,522","824","92","133","91","4,172","179,287","313,592",
"19","NUEVO LEON","3","GRAL. ESCOBEDO","168","530","72,940","67,118","11,112","4,234","5,653","1,292","4,966","8,597","2,335","870","113","117","86","4,237","183,670","323,984",
"19","NUEVO LEON","4","SAN NICOLÁS DE LOS GARZA","164","444","87,279","33,723","12,127","4,378","5,323","1,398","7,139","4,616","2,317","778","105","104","93","4,304","163,684","261,971",
"19","NUEVO LEON","5","MONTERREY","111","363","36,483","49,052","6,079","3,894","9,443","864","3,731","7,287","2,009","954","61","152","87","3,963","124,059","230,772",
"19","NUEVO LEON","6","MONTERREY","128","367","69,544","40,924","9,684","3,518","4,777","1,403","5,653","5,112","2,011","648","85","130","175","4,690","148,354","225,940",
"19","NUEVO LEON","7","MONTERREY","298","425","52,140","38,187","9,415","2,729","4,769","1,301","6,296","5,426","2,208","700","78","114","87","4,010","127,460","208,171",
"19","NUEVO LEON","8","GUADALUPE","157","428","67,047","46,146","11,494","4,085","4,878","1,523","7,641","5,676","2,402","758","94","150","94","4,239","156,227","252,664",
"19","NUEVO LEON","9","LINARES","304","540","46,371","76,700","6,017","2,718","10,917","982","20,937","9,070","1,076","708","63","132","44","7,196","182,931","277,669",
"19","NUEVO LEON","10","MONTERREY","182","386","55,901","44,879","11,276","4,333","3,363","1,527","4,405","5,902","1,956","625","89","119","121","4,983","139,479","223,246","SM -JIN-9  SM-JIN-25  SM-JIN-28  SM-JIN-29 Y SUP-REC-107"
"19","NUEVO LEON","11","GUADALUPE","122","417","55,924","52,933","10,746","4,117","5,123","1,410","7,403","7,046","2,425","929","98","143","75","4,213","152,585","264,900",
"19","NUEVO LEON","12","CADEREYTA JIMÉNEZ","371","809","85,522","107,247","21,783","7,169","12,881","2,563","12,457","11,653","2,530","1,331","167","206","203","8,305","274,017","458,082",
"20","OAXACA","1","SAN JUAN BAUTISTA TUXTEPEC","196","410","44,457","42,491","27,126","4,260","4,319","7,709","3,439",,"6,101","1,290","533","215","52","9,782","151,774","224,119",
"20","OAXACA","2","TEOTITLÁN DE FLORES MAGÓN","209","383","26,186","44,470","33,796","2,623","4,365","9,186","996",,"3,228","1,061","411","211","66","8,655","135,254","188,231",
"20","OAXACA","3","HERÓICA CIUDAD DE HUAJUAPAN DE LEÓN","297","517","24,856","49,261","34,541","5,651","4,361","4,782","3,990",,"7,018","1,985","496","178","493","11,748","149,360","254,606",
"20","OAXACA","4","TLACOLULA DE MATAMOROS","259","468","25,888","32,092","31,211","4,996","5,656","3,077","6,841",,"4,200","1,651","330","167","93","10,333","126,535","235,720",
"20","OAXACA","5","SANTO DOMINGO TEHUANTEPEC","184","401","17,322","38,079","51,060","2,320","5,038","4,148","1,257",,"6,375","2,017","481","151","47","7,585","135,880","210,808",
"20","OAXACA","6","HEROICA CIUDAD DE TLAXIACO","292","499","14,456","29,328","39,768","5,053","6,736","9,492","2,919",,"5,724","2,612","550","211","95","10,256","127,200","243,666",
"20","OAXACA","7","JUCHITÁN DE ZARAGOZA","228","456","19,921","59,087","41,059","2,607","6,384","3,152","1,395",,"4,374","2,095","281","93","40","11,436","151,924","238,842",
"20","OAXACA","8","OAXACA DE JUÁREZ","171","460","38,898","39,625","45,791","10,710","5,379","5,857","7,350",,"10,340","1,992","585","247","278","12,010","179,062","275,443",
"20","OAXACA","9","SANTA LUCIA DEL CAMINO","202","440","34,460","35,228","35,455","6,394","3,940","3,591","4,650",,"6,072","1,619","409","151","142","11,280","143,391","249,658",
"20","OAXACA","10","MIAHUATLÁN DE PORFIRIO DÍAZ","215","410","32,334","25,458","27,897","19,396","4,419","3,044","1,820",,"3,526","1,386","346","153","72","10,582","130,433","218,427",
"20","OAXACA","11","SANTIAGO PINOTEPA NACIONAL","193","451","18,931","47,767","53,534","3,467","4,776","3,457","1,713",,"5,799","2,668","417","136","29","10,045","152,739","246,692",
"21","PUEBLA","1","HUAUCHINANGO DE DEGOLLADO","178","451","51,123","48,041","18,809","3,413","6,203","2,061","3,797","13,530","6,838","2,437","403","295","63","8,629","165,642","243,338",
"21","PUEBLA","2","ZACATLÁN","161","410","33,217","44,554","15,582","4,065","5,314","1,591","12,488","17,525","5,954","2,292","329","244","62","6,436","149,653","231,874",
"21","PUEBLA","3","TEZIUTLÁN","171","413","51,714","38,437","14,042","3,729","6,623","2,129","6,505","12,230","5,599","1,761","289","296","53","6,393","149,800","229,260",
"21","PUEBLA","4","ZACAPOAXTLA","181","423","34,363","45,602","18,543","2,871","7,661","1,736","16,417","11,884","4,931","2,376","290","212","20","7,971","154,877","232,335",
"21","PUEBLA","5","SAN MARTÍN TEXMELUCAN DE LABASTIDA","143","396","34,847","35,923","16,063","3,756","5,681","2,207","16,623","13,441","6,706","2,010","315","317","62","5,216","143,167","242,070",
"21","PUEBLA","6","HEROICA PUEBLA DE ZARAGOZA","166","470","51,413","35,516","26,626","4,962","7,377","3,723","11,353","14,185","12,412","2,633","474","442","176","6,072","177,364","287,681","En este caso se tomaron los resultados consignados en la sentencia del TEPJF SDF-JIN-11  SDF-JIN-12  SDF-JIN-13  SDF-JIN-14 Y SUP-REC-148"
"21","PUEBLA","7","TEPEACA","117","376","25,751","30,164","21,869","3,134","5,783","1,965","18,917","13,313","9,670","3,532","448","309","53","5,406","140,314","231,433",
"21","PUEBLA","8","CIUDAD SERDÁN","140","360","35,678","28,510","18,242","2,674","6,635","1,838","5,512","12,195","9,141","4,097","406","403","55","4,937","130,323","208,281",
"21","PUEBLA","9","HEROICA PUEBLA DE ZARAGOZA","179","462","59,838","24,782","27,382","3,916","7,180","4,113","13,351","10,941","13,221","2,437","549","460","112","5,817","174,099","275,359",
"21","PUEBLA","10","CHOLULA DE RIVADAVIA","124","437","66,059","28,024","22,660","3,715","6,948","3,457","7,970","10,744","10,151","2,408","511","384","123","6,200","169,354","277,413",
"21","PUEBLA","11","HEROICA PUEBLA DE ZARAGOZA","183","485","67,037","31,131","26,208","5,203","7,919","4,039","8,150","13,448","11,485","2,378","469","491","182","6,364","184,504","289,970",
"21","PUEBLA","12","HEROICA PUEBLA DE ZARAGOZA","180","469","58,671","32,864","29,592","4,554","7,872","4,046","14,123","11,497","11,720","2,235","472","460","152","6,144","184,402","281,482",
"21","PUEBLA","13","ATLIXCO","194","406","40,878","34,526","15,189","2,638","5,580","2,155","5,155","9,553","5,812","1,943","341","292","63","4,346","128,471","224,311",
"21","PUEBLA","14","IZÚCAR DE MATAMOROS","182","431","18,380","37,566","21,502","2,616","5,410","2,133","9,619","11,773","8,390","2,901","408","330","52","5,239","126,319","228,005",
"21","PUEBLA","15","TEHUACÁN","113","382","37,956","34,835","18,551","3,391","6,614","2,393","13,513","11,895","7,556","2,441","344","307","95","4,930","144,821","239,193",
"21","PUEBLA","16","AJALPAN","167","372","26,561","48,693","11,601","2,636","5,313","1,316","17,114",,"3,429","1,653","188","178","48","14,590","133,320","193,964",
"22","QUERETARO","1","CADEREYTA DE MONTES","215","531","56,505","86,287","14,062","11,044","3,207","6,308","7,724",,"1,349","611","185","103","56","15,518","202,959","291,189",
"22","QUERETARO","2","SAN JUAN DEL RÍO","212","567","74,117","61,009","18,946","8,033","5,166","3,905","14,608","9,874","2,683","742","171","120","176","11,148","210,698","327,188",
"22","QUERETARO","3","SANTIAGO DE QUERÉTARO","190","545","87,794","60,191","20,863","8,030","3,937","6,765","5,255",,"2,836","734","211","130","171","14,865","211,782","328,967",
"22","QUERETARO","4","SANTIAGO DE QUERÉTARO","197","550","81,479","73,801","24,863","7,704","4,073","6,129","5,173",,"2,650","788","239","98","195","16,095","223,287","332,871",
"23","QUINTANA ROO","1","PLAYA DEL CARMEN","403","802","44,606","69,426","57,310","10,324","5,085","3,497","7,740","18,180","14,042","4,335","859","266","186","7,191","243,047","448,646",
"23","QUINTANA ROO","2","CHETUMAL","243","456","21,222","50,920","30,712","4,063","6,310","1,831","11,702","11,872","7,799","3,521","369","199","64","5,255","155,839","240,536",
"23","QUINTANA ROO","3","CANCÚN","185","413","37,958","28,691","31,852","3,888","2,481","1,700","3,468","7,801","6,506","1,887","422","145","192","5,032","132,023","235,907",
"24","SAN LUIS POTOSI","1","MATEHUALA","326","509","40,365","57,543","8,183","7,566","10,036","6,312","3,746",,"2,685","1,490","313","465","118","18,424","157,246","241,994",
"24","SAN LUIS POTOSI","2","SOLEDAD DE GRACIANO SÁNCHEZ","220","462","43,323","39,317","24,148","11,375","4,508","2,966","10,615","7,886","3,521","1,616","287","338","272","10,522","160,694","255,583",
"24","SAN LUIS POTOSI","3","RIOVERDE","354","517","49,803","57,693","7,665","4,292","6,603","2,310","4,183",,"1,749","733","148","195","55","16,306","151,735","237,861",
"24","SAN LUIS POTOSI","4","CIUDAD VALLES","245","440","36,935","44,960","14,182","9,054","4,918","6,622","7,832",,"2,467","1,265","319","250","68","14,098","142,970","230,017",
"24","SAN LUIS POTOSI","5","SAN LUIS POTOSÍ","198","470","73,249","29,859","18,845","8,623","3,662","3,302","6,071","7,585","3,740","914","222","197","373","9,360","166,002","273,178",
"24","SAN LUIS POTOSI","6","SAN LUIS POTOSÍ","157","457","57,760","35,170","19,928","8,667","3,435","3,553","8,837","8,781","4,346","991","291","163","454","9,094","161,470","278,426",
"24","SAN LUIS POTOSI","7","TAMAZUNCHALE","286","493","51,610","52,484","19,835","6,735","5,741","6,820","7,660",,"2,438","1,178","768","283","300","21,089","176,941","248,130",
"25","SINALOA","1","EL FUERTE","619","655","51,234","53,849","8,997","2,141","954","589","4,649",,"1,105","480","114","37","38","10,348","134,535","209,416",
"25","SINALOA","2","LOS MOCHIS","455","595","55,702","47,534","19,283","5,258","1,994","1,634","22,951",,"3,793","1,074","306","118","87","11,314","171,048","276,898",
"25","SINALOA","3","GUAMUCHIL","511","604","42,469","61,883","12,389","4,565","1,556","1,286","10,687",,"2,734","711","210","101","87","13,304","151,982","239,898",
"25","SINALOA","4","GUASAVE","438","483","14,806","39,659","20,149","3,363","1,140","883","32,270",,"2,300","964","289","47","22","9,633","125,525","191,401",
"25","SINALOA","5","CULIACÁN DE ROSALES","507","650","35,082","69,977","20,959","4,523","3,666","2,498","15,068",,"5,470","1,198","324","200","191","13,354","172,510","283,102",
"25","SINALOA","6","MAZATLÁN","426","528","40,410","57,257","10,329","3,016","1,487","921","8,474",,"1,633","569","102","48","82","11,013","135,341","218,331",
"25","SINALOA","7","CULIACÁN DE ROSALES","424","549","27,593","61,849","13,796","4,792","2,231","1,526","15,572",,"3,691","784","222","112","100","13,314","145,582","258,089",
"25","SINALOA","8","MAZATLAN","386","501","43,898","40,897","11,786","5,744","2,967","1,879","7,295",,"3,992","990","237","164","155","11,589","131,593","235,153",
"26","SONORA","1","SAN LUIS RÍO COLORADO","193","481","67,041","51,038","9,844","2,852","1,924","1,286","2,399",,"1,473","973","143","70","50","9,480","148,573","273,602",
"26","SONORA","2","NOGALES","192","502","64,338","57,487","9,269","3,849","2,298","1,796","3,302",,"1,691","554","149","83","96","11,739","156,651","298,400",
"26","SONORA","3","HERMOSILLO","151","437","61,935","59,352","8,114","1,484","1,586","1,076","5,235",,"1,774","472","96","83","79","8,167","149,453","265,197","SG-JIN-13 Y SUP-REC-100"
"26","SONORA","4","GUAYMAS","258","490","31,813","58,137","17,746","3,879","4,500","2,729","24,113",,"3,124","1,281","299","241","47","12,632","160,541","252,189",
"26","SONORA","5","HERMOSILLO","169","421","70,395","46,846","7,532","1,635","1,949","1,042","2,176",,"1,574","428","88","82","111","7,770","141,628","246,700",
"26","SONORA","6","CD. OBREGÓN","219","508","48,111","74,829","17,476","2,256","3,406","2,039","2,730",,"3,749","1,043","281","164","82","12,642","168,808","291,588",
"26","SONORA","7","NAVOJOA","207","448","67,301","50,646","17,830","2,601","1,525","792","4,107",,"2,521","1,737","195","61","47","11,525","160,888","244,646",
"27","TABASCO","1","MACUSPANA","213","424","15,094","58,145","52,246","2,219","3,070","4,700","1,386","7,226","8,688","3,139","771","142","37","5,625","162,488","228,466",
"27","TABASCO","2","HEROICA CÁRDENAS","190","414","4,774","55,852","62,207","1,818","1,837","1,160","1,764","8,315","10,815","5,539","583","90","32","5,361","160,147","234,300",
"27","TABASCO","3","COMALCALCO","185","442","6,294","55,719","80,612","2,048","2,327","2,058","3,835","7,295","12,418","6,279","649","74","41","5,880","185,529","257,020",
"27","TABASCO","4","VILLAHERMOSA","177","448","7,859","42,030","74,052","2,918","4,241","4,492","2,981","8,706","19,536","5,261","1,126","218","63","4,960","178,443","261,102",
"27","TABASCO","5","PARAÍSO","183","440","16,242","58,536","75,535","2,420","3,422","2,408","2,605","6,756","10,453","5,299","573","101","41","6,176","190,567","254,929",
"27","TABASCO","6","VILLAHERMOSA","183","497","10,354","61,671","74,399","3,486","3,311","4,439","3,292","11,104","17,312","5,036","974","137","109","6,675","202,299","294,325",
"28","TAMAULIPAS","1","NUEVO LAREDO","239","560","76,341","48,588","14,884","3,800","1,712","1,258","11,039",,"2,802","755","163","80","98","10,678","172,198","328,192",
"28","TAMAULIPAS","2","REYNOSA","212","552","61,034","57,646","17,887","6,208","3,620","2,268","6,873",,"4,401","1,062","241","129","71","10,631","172,071","324,651",
"28","TAMAULIPAS","3","RÍO BRAVO","373","751","78,708","75,778","27,494","5,840","5,171","2,330","7,480",,"4,351","1,346","314","163","111","12,630","221,716","409,145",
"28","TAMAULIPAS","4","H. MATAMOROS","173","498","56,314","54,472","12,216","5,787","2,337","1,672","8,822",,"3,456","676","177","126","66","11,298","157,419","302,038","SM -JIN-34 Y SUP-REC-114"
"28","TAMAULIPAS","5","CIUDAD VICTORIA","220","505","52,374","69,934","14,143","4,686","5,193","2,020","14,476",,"4,198","1,134","221","183","74","10,950","179,586","274,312",
"28","TAMAULIPAS","6","CIUDAD MANTE","293","532","59,058","60,006","9,576","10,239","1,528","863","10,544",,"2,058","712","149","80","32","10,384","165,229","254,117","SM -JIN-30  SM -JIN-32 Y SUP-REC-144"
"28","TAMAULIPAS","7","CIUDAD MADERO","182","497","63,206","52,060","35,006","6,450","3,633","2,215","6,067",,"5,665","1,474","390","151","118","9,367","185,802","297,108",
"28","TAMAULIPAS","8","TAMPICO","205","444","73,170","46,489","18,568","4,552","1,717","1,568","4,750",,"3,801","816","231","107","97","7,888","163,754","255,483",
"29","TLAXCALA","1","APIZACO","243","501","43,093","48,664","26,379","7,687","4,888","3,051","14,192",,"6,341","1,945","502","244","92","16,829","173,907","276,214",
"29","TLAXCALA","2","TLAXCALA DE XICOHTENCATL","160","447","37,219","47,739","34,781","10,780","7,563","4,164","11,051",,"10,211","2,736","482","290","124","13,461","180,601","273,125",
"29","TLAXCALA","3","ZACATELCO","205","464","37,637","38,149","32,595","4,695","5,765","4,012","13,227",,"10,975","2,829","618","295","58","13,437","164,292","264,269",
"30","VERACRUZ","1","PANUCO","272","432","51,501","51,796","11,430","2,765","1,346","984","2,608","9,849","2,387","709","190","47","36","4,093","139,741","210,819",
"30","VERACRUZ","2","TANTOYUCA","265","473","63,460","62,171","22,938","4,155","3,212","807","2,962","6,416","1,876","996","141","45","55","5,904","175,138","239,636",
"30","VERACRUZ","3","TUXPAN DE RODRÍGUEZ CANO","213","430","49,746","52,906","15,788","4,241","1,804","1,152","3,149","9,375","3,394","898","224","112","77","4,372","147,238","225,482",
"30","VERACRUZ","4","VERACRUZ","185","448","81,627","41,482","16,477","2,843","2,282","2,391","3,662","8,562","4,654","828","301","137","104","4,994","170,344","261,447",
"30","VERACRUZ","5","POZA RICA DE HIDALGO","203","438","44,463","51,594","19,601","3,205","2,259","1,396","9,752","8,965","4,113","1,251","268","129","96","4,589","151,681","244,890",
"30","VERACRUZ","6","PAPANTLA DE OLARTE","200","410","39,035","43,975","26,020","3,458","3,523","4,698","3,743","6,744","5,039","1,452","481","149","45","4,132","142,494","216,096","SX -JIN-8 Y SUP-REC-140"
"30","VERACRUZ","7","MARTÍNEZ DE LA TORRE","246","493","51,427","51,658","16,434","3,662","2,222","1,350","7,215","10,424","4,170","1,223","273","100","40","5,105","155,303","244,600","SX -JIN-4"
"30","VERACRUZ","8","XALAPA","279","552","66,964","55,076","33,084","4,627","4,103","3,445","4,258","9,710","7,497","2,040","479","196","102","6,132","197,713","287,195","SX -JIN-8 Y SUP-REC-140"
"30","VERACRUZ","9","COATEPEC","203","466","56,979","57,248","24,275","3,666","3,442","1,916","3,788","10,213","5,095","1,573","351","142","59","6,475","175,222","258,065","En este caso se tomaron los resultados consignados en la sentencia del TEPJF"
"30","VERACRUZ","10","XALAPA","221","486","45,813","31,995","50,912","3,939","5,169","4,229","8,543","7,676","11,710","2,767","686","299","206","7,366","181,310","273,890",
"30","VERACRUZ","11","COATZACOALCOS","239","523","21,975","62,131","50,007","3,206","2,501","2,065","2,228","12,941","11,806","2,866","631","128","80","4,304","176,869","277,705","SX -JIN-11"
"30","VERACRUZ","12","VERACRUZ","261","482","71,727","34,893","23,480","2,646","3,045","5,052","2,681","7,453","7,077","910","516","255","130","4,323","164,188","268,825",
"30","VERACRUZ","13","HUATUSCO","216","474","90,306","47,733","15,348","3,682","1,688","1,780","2,502","10,443","4,136","894","392","106","64","5,538","184,612","261,839",
"30","VERACRUZ","14","MINATITLÁN","214","486","37,699","56,787","28,308","2,948","2,651","1,660","1,923","9,671","6,399","1,888","346","123","88","4,444","154,935","243,502",
"30","VERACRUZ","15","ORIZABA","225","496","47,736","70,146","26,200","4,358","3,064","2,051","3,441","11,595","5,943","1,966","355","164","92","6,084","183,195","274,718",
"30","VERACRUZ","16","CORDOBA","213","473","66,891","50,684","28,492","3,553","3,207","4,101","4,261","9,344","6,752","1,636","499","209","203","6,286","186,118","271,299",
"30","VERACRUZ","17","COSAMALOAPAN","288","566","83,846","55,058","20,431","3,821","2,778","1,936","4,173","11,760","5,215","1,377","408","150","76","6,155","197,184","298,485",
"30","VERACRUZ","18","ZONGOLICA","218","448","44,373","54,891","36,211","5,249","2,458","2,290","2,724","8,386","4,529","1,975","390","105","89","7,124","170,794","241,737","SX -JIN-14"
"30","VERACRUZ","19","SAN ANDRÉS TUXTLA","216","445","51,083","43,816","22,661","3,346","2,522","1,760","3,390","9,720","5,051","1,614","443","156","56","5,650","151,268","242,114",
"30","VERACRUZ","20","ACAYUCAN","207","434","55,860","51,767","15,075","2,746","3,256","1,701","2,339","9,875","3,545","1,296","205","96","32","5,038","152,831","238,438",
"30","VERACRUZ","21","COSOLEACAQUE","220","457","35,119","55,661","44,626","2,744","2,711","2,188","1,736","8,964","7,227","2,314","469","107","36","5,059","168,961","249,565",
"31","YUCATAN","1","VALLADOLID","226","444","80,133","85,911","11,488","3,183","1,154","652","4,432","7,888","917","500","68","29","45","3,922","200,322","240,682",
"31","YUCATAN","2","PROGRESO","224","476","78,022","88,781","12,014","8,382","2,320","1,271","4,331","7,733","1,435","541","111","64","53","5,547","210,605","264,507",
"31","YUCATAN","3","MÉRIDA","213","541","87,725","79,818","15,088","4,181","2,418","2,487","4,479","12,995","2,920","620","245","134","144","6,185","219,439","313,038",
"31","YUCATAN","4","MÉRIDA","211","483","89,842","70,000","12,849","3,560","1,882","1,943","4,098","9,666","2,047","587","158","87","126","5,800","202,645","275,954",
"31","YUCATAN","5","TICUL","201","460","83,700","88,523","15,262","4,149","3,300","851","2,477","8,136","1,285","1,024","163","94","53","5,749","214,766","263,238",
"32","ZACATECAS","1","FRESNILLO","417","588","22,075","62,017","12,334","7,936","18,901","944","6,165","16,495","4,651","2,852","155","273","44","4,885","159,727","267,748",
"32","ZACATECAS","2","JERÉZ DE GARCÍA SALINAS","650","761","39,309","57,770","20,384","6,443","3,298","1,125","5,930","12,111","2,669","1,461","194","98","40","5,587","156,419","266,318",
"32","ZACATECAS","3","ZACATECAS","430","598","29,128","62,194","19,956","7,581","6,885","2,094","7,373","15,267","3,685","1,853","252","121","159","6,240","162,788","261,611","SM -JIN-26"
"32","ZACATECAS","4","GUADALUPE","356","563","27,277","67,092","21,979","8,742","6,589","1,490","7,968","17,662","4,147","2,196","224","172","178","6,981","172,697","279,775",
