"ESTADO","NOMBRE ESTADO","DISTRITO","CABECERA DISTRITAL","SECCIONES","CASILLAS"," PAN"," PRI"," PRD"," PT"," PVEM"," CONVERGENCIA"," PSN"," PAS"," MP"," PLM"," FC"," APT"," CANDIDATOS NO REGISTRADOS"," NULOS","TOTAL VOTOS","LISTA NOMINAL"
"17","MORELOS","3","Cuautla","237","484","31,805","35,371","29,410","1,451","10,132","5,124","669","3,904","1,739","494","917",,"83","5,147","126,246","265,076"
"17","MORELOS","4","Jojutla","219","433","26,791","37,193","21,880","2,873","9,826","8,330","1,665","635","487","423","211",,"47","4,124","114,485","230,616"
"18","NAYARIT","1","Santiago Ixcuintla","333","426","11,868","35,152","6,312","1,959","2,137","7,517","64","589","91","230","111",,"13","1,601","67,644","185,570"
"18","NAYARIT","2","Tepic","245","435","18,795","40,017","13,500","1,432","4,373","2,164","868","259","394","310","237",,"25","2,189","84,563","228,313"
"18","NAYARIT","3","Compostela","299","437","23,973","36,831","3,809","1,356","2,688","4,347","66","409","120","150","80",,"13","1,665","75,507","199,204"
"19","NUEVO LEON","1","Santa Catarina","196","481","62,515",,"3,459","5,077",,"984","277","389","905","168","654","75,699","29","4,313","154,469","281,173"
"19","NUEVO LEON","2","Apodaca","303","642","53,764",,"5,605","8,736",,"1,467","227","229","764","184","866","106,883","388","7,162","186,275","343,953"
"19","NUEVO LEON","3","San Nicolás de los Garza","163","449","51,329",,"2,472","6,194",,"1,415","221","189","985","198","505","70,058","37","3,445","137,048","271,670"
"19","NUEVO LEON","4","San Nicolás de los Garza","151","390","62,246",,"2,569","6,174",,"1,689","252","217","754","336","856","48,237","27","2,889","126,246","233,768"
"19","NUEVO LEON","5","Monterrey","133","377","20,558",,"1,146","9,589",,"1,072","111","120","430","812","352","72,711","67","5,220","112,188","229,115"
"19","NUEVO LEON","6","Monterrey","132","341","47,475",,"2,347","5,886",,"1,372","207","217","1,118","154","581","53,433","17","2,737","115,544","199,958"
"19","NUEVO LEON","7","Monterrey","291","412","35,638",,"2,335","4,684",,"1,624","206","217","1,091","289","688","55,096","11","3,487","105,366","195,802"
"19","NUEVO LEON","8","Guadalupe","135","376","44,879",,"2,595","6,267",,"1,304","233","258","654","307","518","55,036","12","3,386","115,449","226,477"
"19","NUEVO LEON","9","Linares","297","496","40,752",,"1,684","14,663",,"531","161","360","420","169","367","72,761","12","6,942","138,822","253,423"
"19","NUEVO LEON","10","Monterrey","169","353","44,684",,"2,721","6,252",,"1,381","428","281","1,436","1,066","717","48,001","26","2,999","109,992","199,315"
"19","NUEVO LEON","11","Guadalupe","144","397","44,759",,"3,239","6,184",,"1,596","337","516","729","259","672","60,429","27","4,037","122,784","242,687"
"20","OAXACA","1","San Juan Bautista Tuxtepec","213","384","23,675","44,170","7,449","936","8,395","1,183","153","569","238","116","1,344",,"18","2,192","90,438","204,075"
"20","OAXACA","2","Teotitlán de Flores Magón","220","350","7,171","35,820","18,548","1,026","2,433","2,164","133","360","230","178","168",,"53","4,020","72,304","167,729"
"20","OAXACA","3","Huajuapan de León","291","388","10,073","28,620","15,287","2,345","2,511","415","178","703","149","564","130",,"103","3,725","64,803","169,965"
"20","OAXACA","4","Ixtlán de Juárez","230","362","9,637","26,686","4,834","1,743","2,504","7,159","340","476","212","345","125",,"58","2,986","57,105","174,560"
"20","OAXACA","5","Santo Domingo Tehuantepec","194","369","10,200","36,069","16,420","1,706","2,577","3,026","119","277","220","383","256",,"40","3,577","74,870","190,124"
"20","OAXACA","6","Heroica Ciudad de Tlaxiaco","229","331","4,049","30,243","16,940","1,499","1,637","2,154","273","474","184","549","214",,"102","3,392","61,710","154,648"
"20","OAXACA","7","Juchitán de Zaragoza","249","434","8,124","42,598","17,212","7,645","1,647","1,156","92","1,243","1,894","154","263",,"49","1,638","83,715","211,993"
"20","OAXACA","8","Oaxaca de Juárez","229","512","29,256","34,589","9,386","1,532","7,556","19,698","289","620","1,413","940","506",,"70","2,756","108,611","291,258"
"20","OAXACA","9","Zimatlán de Alvarez","183","330","13,237","23,792","10,066","1,494","3,210","2,239","196","412","291","168","176",,"51","2,710","58,042","176,769"
"20","OAXACA","10","Miahuatlán de Porfirio Díaz","226","364","16,203","29,283","9,353","2,090","3,032","593","197","561","321","147","138",,"83","4,529","66,530","184,973"
"20","OAXACA","11","Santiago Pinotepa Nacional","185","351","19,020","31,834","18,583","2,608","1,598","1,191","194","398","189","53","150",,"49","3,414","79,281","182,219"
"21","PUEBLA","1","Huauchinango","176","379","25,414","36,870","6,062","2,235","3,027","478","99","323","189","148","121",,"49","3,806","78,821","193,864"
"21","PUEBLA","2","Zacatlán","173","349","16,098","41,423","7,003","886","4,057","986","99","297","230","142","230",,"28","4,008","75,487","182,345"
"21","PUEBLA","3","Teziutlán","193","411","23,830","38,395","3,568","2,246","4,715","3,519","117","322","676","231","551",,"40","4,013","82,223","216,673"
"21","PUEBLA","4","Libres","142","292","15,602","28,652","2,892","1,245","2,222","1,725","98","720","108","158","100",,"21","2,316","55,859","150,755"
"21","PUEBLA","5","San Martín Texmelucan","179","421","25,877","32,831","5,130","1,609","5,130","1,422","68","205","265","203","237",,"18","2,139","75,134","245,786"
"21","PUEBLA","6","Heroica Puebla de Zaragoza","166","402","43,198","31,640","5,442","1,081","8,108","987","90","136","789","352","265",,"92","3,672","95,852","235,466"
"21","PUEBLA","7","Tepeaca","138","332","17,883","30,265","5,210","1,174","3,150","598","49","108","133","86","146",,"31","1,590","60,423","195,234"
"21","PUEBLA","8","Ciudad Serdán","156","326","13,524","47,562","4,339","520","2,668","246","75","129","323","77","88",,"41","2,504","72,096","172,777"
"21","PUEBLA","9","Heroica Puebla de Zaragoza","182","409","39,389","28,692","7,865","782","8,118","1,227","126","214","685","359","328",,"67","3,456","91,308","235,373"
"21","PUEBLA","10","Atlixco","187","408","33,074","29,367","4,946","512","4,331","4,419","105","160","398","263","229",,"59","2,458","80,321","231,311"
"21","PUEBLA","11","Heroica Puebla de Zaragoza","163","398","47,252","30,593","6,825","711","7,766","1,542","107","235","1,084","346","407",,"124","3,838","100,830","241,884"
"21","PUEBLA","12","Heroica Puebla de Zaragoza","166","366","39,885","29,561","6,246","693","6,683","1,982","111","241","1,054","327","381",,"284","3,185","90,633","210,709"
"21","PUEBLA","13","Acatlán de Osorio","172","325","11,430","34,201","5,770","697","2,103","799","46","116","119","47","135",,"33","1,833","57,329","162,045"
"21","PUEBLA","14","Izúcar de Matamoros","161","319","8,686","27,586","7,575","622","2,786","2,749","59","254","138","153","120",,"13","1,457","52,198","163,252"
"21","PUEBLA","15","Tehuacán","194","443","22,416","43,926","8,966","752","3,669","2,028","86","227","275","191","225",,"36","4,583","87,380","241,386"
"22","QUERETARO","1","Cadereyta de Montes","215","434","46,688",,"12,069","3,437",,"4,055","237","651","747","183","1,078","52,177","14","5,982","127,318","217,857"
"22","QUERETARO","2","San Juan del Río","182","460","57,587",,"8,791","3,607",,"4,239","390","1,248","859","276","2,519","56,459","54","5,376","141,405","261,943"
"22","QUERETARO","3","Querétaro","146","405","62,216",,"9,504","1,864",,"4,670","377","565","1,009","320","816","48,817","23","3,457","133,638","241,329"
"22","QUERETARO","4","Querétaro","144","322","56,919",,"9,495","1,478",,"3,973","228","632","1,164","298","641","37,521","14","2,198","114,561","188,701"
"23","QUINTANA ROO","1","Cancún","235","641","27,138","43,676","8,397","1,176","13,250","6,388","241","372","1,138","5,295","307",,"62","2,774","110,214","379,957"
"23","QUINTANA ROO","2","Chetumal","208","355","16,198","26,841","6,157","951","11,031","10,831","174","898","488","234","97",,"20","2,853","76,773","182,260"
"24","SAN LUIS POTOSI","1","Matehuala","322","441","29,631",,"3,969","5,411",,"715","148","711","177","96","107","35,638","22","4,191","80,816","188,411"
"24","SAN LUIS POTOSI","2","Soledad de Graciano Sánchez","290","481","40,696",,"8,167","1,960",,"2,517","363","487","579","314","341","38,233","52","4,901","98,610","234,560"
"24","SAN LUIS POTOSI","3","Río Verde","319","441","33,450",,"5,637","1,274",,"1,035","160","183","283","53","82","41,462","23","4,396","88,038","193,618"
"24","SAN LUIS POTOSI","4","Ciudad Valles","261","403","40,294",,"10,215","3,014",,"726","393","811","384","94","185","33,691","23","4,272","94,102","196,310"
"24","SAN LUIS POTOSI","5","San Luis Potosí","188","375","46,330",,"9,285","1,672",,"2,002","265","1,098","1,828","577","531","27,778","56","3,426","94,848","209,374"
"24","SAN LUIS POTOSI","6","San Luis Potosí","167","390","43,432",,"10,603","2,080",,"2,318","587","1,990","1,223","380","509","29,742","108","3,189","96,161","230,035"
"24","SAN LUIS POTOSI","7","Temazunchale","244","363","34,048",,"5,800","2,309",,"334","236","374","251","96","131","35,607","207","6,920","86,313","180,120"
"25","SINALOA","1","El Fuerte","587","612","36,887","39,091","6,745","440","2,064","224","60","243","79","64","93",,"135","1,756","87,881","184,611"
"25","SINALOA","2","Los Mochis","455","524","18,618","49,781","5,347","993","5,370","967","54","385","260","186","214",,"20","1,717","83,912","233,873"
"25","SINALOA","3","Navolato","477","506","14,091","45,482","6,387","1,078","2,451","1,013","56","476","208","136","118",,"16","1,518","73,030","165,261"
"25","SINALOA","4","Guasave","439","460","4,826","48,756","20,723","796","2,701","144","95","418","99","152","71",,"11","1,364","80,156","174,864"
"25","SINALOA","5","Culiacán","499","581","21,284","48,858","10,209","1,326","5,896","922","60","238","455","139","627",,"47","2,051","92,112","238,534"
"25","SINALOA","6","Mazatlán","447","509","17,999","35,776","7,857","2,337","2,235","856","104","1,074","136","137","205",,"30","2,115","70,861","188,111"
"25","SINALOA","7","Culiacán","516","553","20,176","43,152","5,951","2,455","6,339","1,831","59","366","366","107","288",,"51","1,896","83,037","230,900"
"25","SINALOA","8","Mazatlán","346","419","29,352","19,859","17,981","2,621","2,620","1,081","196","1,284","473","478","1,054",,"30","2,354","79,383","198,085"
"26","SONORA","1","San Luis Río Colorado","205","415","45,311",,"11,875","1,845",,"467","114","705","245","69","232","46,405","9","2,778","110,055","221,116"
"26","SONORA","2","Magdalena de Kino","233","480","48,935",,"5,422","1,409",,"6,701","74","445","283","96","384","57,525","24","3,077","124,375","264,885"
"26","SONORA","3","Hermosillo","130","351","61,019",,"4,090","1,888",,"591","110","860","432","108","750","40,571","6","2,090","112,515","209,173"
"26","SONORA","4","Guaymas","185","333","23,230",,"21,157","2,859",,"229","268","1,122","150","205","344","39,839","3","3,140","92,546","166,695"
"26","SONORA","5","Hermosillo","152","344","54,798",,"3,717","2,201",,"630","182","445","665","125","743","37,944","23","1,892","103,365","193,623"
"26","SONORA","6","Ciudad Obregón","219","446","46,672",,"13,956","973",,"301","97","15,957","298","215","335","39,318","30","3,892","122,044","242,073"
"26","SONORA","7","Navojoa","201","402","28,368",,"27,462","864",,"1,064","232","2,015","201","63","2,121","49,805","2","5,044","117,241","212,982"
"27","TABASCO","1","Frontera","241","405","4,112","50,999","34,415","603","2,133","462","61","86","99","39","65",,"10","2,147","95,231","201,057"
"27","TABASCO","2","Cárdenas","219","407","5,705","38,619","31,339","928","2,498","820","108","139","118","79","59",,"13","2,007","82,432","222,885"
"27","TABASCO","3","Comalcalco","193","375","4,331","45,247","40,340","569","2,240","596","35","107","94","55","50",,"22","1,957","95,643","209,811"
"27","TABASCO","4","Villahermosa","160","367","4,403","34,283","32,229","3,455","3,052","667","107","1,129","163","93","134",,"23","2,512","82,250","210,616"
"27","TABASCO","5","Macuspana","163","299","4,014","34,986","21,395","666","1,937","387","25","97","80","89","60",,"13","1,812","65,561","160,491"
"27","TABASCO","6","Villahermosa","157","345","7,834","31,668","20,321","1,343","3,785","573","85","577","163","135","172",,"36","1,844","68,536","196,691"
"28","TAMAULIPAS","1","Nuevo Laredo","221","502","30,856","45,516","17,786","583","2,540","496","55","95","121","235","55",,"20","3,069","101,427","284,391"
"28","TAMAULIPAS","2","Reynosa","203","531","49,764","43,015","3,760","1,212","3,826","613","181","1,047","3,102","257","151",,"49","4,551","111,528","319,574"
"28","TAMAULIPAS","3","San Fernando","259","450","15,194","45,433","8,565","22,263","1,424","298","28","171","149","172","52",,"9","3,085","96,843","214,676"
"28","TAMAULIPAS","4","H. Matamoros","211","529","33,528","61,302","3,104","6,123","4,003","454","79","183","176","562","250",,"21","4,189","113,974","311,381"
"28","TAMAULIPAS","5","Ciudad Victoria","236","457","22,441","64,789","2,409","1,256","3,927","312","713","407","230","823","208",,"268","2,658","100,441","231,213"
"28","TAMAULIPAS","6","El Mante","214","378","20,940","43,518","11,287","551","4,064","134","65","91","81","108","61",,"8","1,632","82,540","177,603"
"28","TAMAULIPAS","7","Ciudad Madero","196","423","26,836","44,635","10,924","2,387","4,233","1,410","214","310","320","704","211",,"52","2,722","94,958","237,007"
"28","TAMAULIPAS","8","Tampico","193","390","45,391","38,706","2,859","649","2,983","1,148","83","129","170","160","100",,"22","1,767","94,167","218,899"
"29","TLAXCALA","1","Apizaco","238","410","8,863","26,294","29,761","2,747","3,694","1,052","67","688","387","953","345",,"31","2,701","77,583","209,232"
"29","TLAXCALA","2","Tlaxcala","204","377","8,475","27,994","20,741","1,956","4,923","2,202","147","381","687","752","314",,"35","2,880","71,487","206,127"
"29","TLAXCALA","3","Chiautempan","165","369","8,311","19,518","17,286","2,992","3,751","4,236","69","2,505","324","329","190",,"15","1,865","61,391","215,286"
"30","VERACRUZ","1","Pánuco","247","372","31,435","29,172","16,145","842","1,157","1,144","129","307","464","83","87",,"14","1,823","82,802","173,617"
"30","VERACRUZ","2","Chicontepec de Tejeda","185","301","20,589","28,945","8,300","3,359","1,134","2,459","187","251","141","143","1,198",,"25","2,744","69,475","141,870"
"30","VERACRUZ","3","Tuxpan de Rodríguez Cano","159","295","21,384","27,364","2,885","7,402","2,090","3,171","171","641","127","651","143",,"20","1,718","67,767","155,810"
"30","VERACRUZ","4","Alamo","175","278","11,529","27,211","6,979","1,158","3,163","8,422","195","367","133","183","357",,"23","1,762","61,482","142,944"
"30","VERACRUZ","5","Poza Rica de Hidalgo","188","370","20,627","30,932","16,963","897","2,899","2,655","78","222","160","214","182",,"35","2,314","78,178","201,414"
"30","VERACRUZ","6","Papantla de Olarte","149","302","13,017","25,573","21,068","1,835","1,489","2,792","167","477","522","224","4,278",,"16","2,059","73,517","155,332"
"30","VERACRUZ","7","Martínez de la Torre","237","391","20,321","26,131","13,461","869","2,413","4,881","196","174","149","541","365",,"31","1,461","70,993","190,173"
"30","VERACRUZ","8","Misantla","215","337","17,107","26,808","6,178","818","1,605","10,024","105","164","94","215","70",,"8","1,113","64,309","160,694"
"30","VERACRUZ","9","Perote","156","305","10,692","23,203","11,021","1,979","2,930","8,889","453","305","223","333","76",,"62","2,150","62,316","161,285"
"30","VERACRUZ","10","Xalapa","253","500","29,654","25,595","12,502","3,024","7,154","12,471","166","641","1,466","829","488",,"82","2,685","96,757","271,917"
"30","VERACRUZ","11","Coatepec","203","368","19,963","26,004","9,265","949","4,106","9,807","320","373","343","465","113",,"47","1,783","73,538","183,572"
"30","VERACRUZ","12","Veracruz","284","587","70,270","31,600","4,236","1,062","4,769","10,550","105","693","374","305","305",,"57","2,539","126,865","329,107"
"30","VERACRUZ","13","Huatusco","167","332","37,299","36,198","5,757","891","1,796","3,050","123","406","104","99","124",,"21","1,824","87,692","177,867"
"30","VERACRUZ","14","Boca del Río","228","410","36,651","37,005","2,499","879","2,153","11,531","66","360","157","215","137",,"39","1,912","93,604","217,918"
"30","VERACRUZ","15","Orizaba","240","455","45,918","35,939","8,008","895","9,128","4,529","160","1,084","830","241","325",,"43","3,121","110,221","243,990"
"30","VERACRUZ","16","Córdoba","225","435","38,774","36,056","4,195","604","2,749","17,429","98","771","212","286","365",,"22","1,913","103,474","237,468"
"30","VERACRUZ","17","Cosamaloapan","218","362","36,056","30,086","5,422","955","2,699","7,663","150","298","128","215","268",,"17","1,853","85,810","184,391"
"30","VERACRUZ","18","Zongolica","172","299","15,046","26,300","11,596","918","2,401","5,748","135","455","212","235","176",,"48","3,365","66,635","152,305"
"30","VERACRUZ","19","San Andrés Tuxtla","205","399","25,435","33,849","20,066","1,166","1,810","3,251","114","183","130","186","72",,"23","2,344","88,629","218,575"
"30","VERACRUZ","20","Acayucan","201","381","51,598","32,277","4,017","1,202","1,364","1,423","183","228","98","120","59",,"42","1,996","94,607","197,657"
"30","VERACRUZ","21","Cosoleacaque","218","392","36,283","33,171","12,250","701","1,371","1,500","115","234","124","213","144",,"24","2,903","89,033","188,275"
"30","VERACRUZ","22","Coatzacoalcos","218","437","23,417","38,205","16,757","461","3,300","2,932","84","116","216","127","128",,"49","2,081","87,873","234,932"
"30","VERACRUZ","23","Minatitlán","171","339","19,269","32,685","9,729","1,282","1,728","3,175","109","168","155","203","74",,"34","2,160","70,771","178,916"
"31","YUCATAN","1","Valladolid","232","392","40,377","57,104","11,769","496","1,055","196","52","209","73","47","57",,"6","2,458","113,899","196,302"
"31","YUCATAN","2","Progreso","213","391","39,080","50,942","1,617","682","2,106","399","108","397","192","193","139",,"13","2,697","98,565","203,026"
"31","YUCATAN","3","Mérida","204","451","52,112",,"4,704","1,065",,"977","210","336","1,016","415","375","45,769","47","3,726","110,752","248,615"
"31","YUCATAN","4","Mérida","199","402","56,128",,"4,833","908",,"1,062","280","288","890","382","412","38,721","43","3,358","107,305","221,131"
"31","YUCATAN","5","Ticul","209","376","37,849","46,998","4,676","431","1,510","350","100","148","87","39","63",,"9","1,687","93,947","195,107"
"32","ZACATECAS","1","Fresnillo","449","539","5,604","23,481","41,193","6,019","3,000","1,183","82","252","419","148","95",,"16","2,407","83,899","195,642"
"32","ZACATECAS","2","Sombrerete","316","359","10,454","20,380","29,801","1,456","1,441","375","60","117","102","164","132",,"15","1,304","65,801","152,712"
"32","ZACATECAS","3","Zacatecas","309","417","13,104","15,967","30,966","4,778","3,168","1,348","88","270","454","141","137",,"21","2,346","72,788","186,331"
"32","ZACATECAS","4","Guadalupe","356","481","6,354","28,447","43,468","6,483","2,907","1,474","55","258","382","134","102",,"23","2,461","92,548","211,911"
"32","ZACATECAS","5","Juchipila","442","493","12,591","21,427","30,537","1,897","1,937","630","60","106","144","80","40",,"27","1,799","71,275","162,207"
